Date,PeriodLabel,Year,MonthNumber,ActualValue,IndexedValue,AnnualMovementValue,CommonIndexBaseDate,IndicatorSort,Indicator,IndicatorLabel,Unit
2017-01-01,2017-01,2017,1,198541.0,254.70301475304683,0.048,2000-01-01,1,UK average house price,Index: house price,GBP
2017-01-01,2017-01,2017,1,497.0,162.95081967213113,0.01635991820040905,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-01-01,2017-01,2017,1,0.046,79.3103448275862,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-02-01,2017-02,2017,2,199419.0,255.82937780628606,0.049,2000-01-01,1,UK average house price,Index: house price,GBP
2017-02-01,2017-02,2017,2,499.0,163.6065573770492,0.026748971193415683,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-02-01,2017-02,2017,2,0.046,79.3103448275862,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-03-01,2017-03,2017,3,199920.0,256.4720974983964,0.036000000000000004,2000-01-01,1,UK average house price,Index: house price,GBP
2017-03-01,2017-03,2017,3,501.0,164.2622950819672,0.022448979591836782,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-03-01,2017-03,2017,3,0.045,77.58620689655173,-0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-04-01,2017-04,2017,4,200753.0,257.5407312379731,0.049,2000-01-01,1,UK average house price,Index: house price,GBP
2017-04-01,2017-04,2017,4,502.0,164.59016393442622,0.014141414141414232,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-04-01,2017-04,2017,4,0.044000000000000004,75.86206896551725,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-05-01,2017-05,2017,5,201661.0,258.7055805003207,0.043,2000-01-01,1,UK average house price,Index: house price,GBP
2017-05-01,2017-05,2017,5,503.0,164.91803278688525,0.020283975659229236,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-05-01,2017-05,2017,5,0.044000000000000004,75.86206896551725,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-06-01,2017-06,2017,6,202616.0,259.93072482360486,0.042,2000-01-01,1,UK average house price,Index: house price,GBP
2017-06-01,2017-06,2017,6,508.0,166.55737704918033,0.030425963488843744,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-06-01,2017-06,2017,6,0.043,74.13793103448276,-0.006000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-07-01,2017-07,2017,7,203450.0,261.0006414368185,0.045,2000-01-01,1,UK average house price,Index: house price,GBP
2017-07-01,2017-07,2017,7,504.0,165.24590163934428,0.016129032258064502,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-07-01,2017-07,2017,7,0.043,74.13793103448276,-0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-08-01,2017-08,2017,8,204391.0,262.20782552918536,0.049,2000-01-01,1,UK average house price,Index: house price,GBP
2017-08-01,2017-08,2017,8,507.0,166.2295081967213,0.026315789473684292,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-08-01,2017-08,2017,8,0.043,74.13793103448276,-0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-09-01,2017-09,2017,9,204690.0,262.59140474663246,0.047,2000-01-01,1,UK average house price,Index: house price,GBP
2017-09-01,2017-09,2017,9,509.0,166.88524590163934,0.028282828282828243,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-09-01,2017-09,2017,9,0.042,72.41379310344828,-0.005999999999999998,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-10-01,2017-10,2017,10,205576.0,263.7280307889673,0.051,2000-01-01,1,UK average house price,Index: house price,GBP
2017-10-01,2017-10,2017,10,509.0,166.88524590163934,0.024144869215291687,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-10-01,2017-10,2017,10,0.043,74.13793103448276,-0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-11-01,2017-11,2017,11,205771.0,263.9781911481719,0.043,2000-01-01,1,UK average house price,Index: house price,GBP
2017-11-01,2017-11,2017,11,510.0,167.21311475409837,0.024096385542168752,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-11-01,2017-11,2017,11,0.044000000000000004,75.86206896551725,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2017-12-01,2017-12,2017,12,206655.0,265.1122514432328,0.046,2000-01-01,1,UK average house price,Index: house price,GBP
2017-12-01,2017-12,2017,12,512.0,167.86885245901638,0.032258064516129004,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2017-12-01,2017-12,2017,12,0.043,74.13793103448276,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-01-01,2018-01,2018,1,206730.0,265.20846696600387,0.043,2000-01-01,1,UK average house price,Index: house price,GBP
2018-01-01,2018-01,2018,1,510.0,167.21311475409837,0.026156941649899457,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-01-01,2018-01,2018,1,0.042,72.41379310344828,-0.003999999999999997,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-02-01,2018-02,2018,2,207921.0,266.73636946760746,0.044000000000000004,2000-01-01,1,UK average house price,Index: house price,GBP
2018-02-01,2018-02,2018,2,513.0,168.19672131147541,0.028056112224448926,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-02-01,2018-02,2018,2,0.042,72.41379310344828,-0.003999999999999997,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-03-01,2018-03,2018,3,208280.0,267.19692110327134,0.04,2000-01-01,1,UK average house price,Index: house price,GBP
2018-03-01,2018-03,2018,3,513.0,168.19672131147541,0.0239520958083832,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-03-01,2018-03,2018,3,0.042,72.41379310344828,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-04-01,2018-04,2018,4,209440.0,268.6850545221296,0.033,2000-01-01,1,UK average house price,Index: house price,GBP
2018-04-01,2018-04,2018,4,515.0,168.85245901639345,0.02589641434262946,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-04-01,2018-04,2018,4,0.042,72.41379310344828,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-05-01,2018-05,2018,5,209589.0,268.87620269403465,0.031,2000-01-01,1,UK average house price,Index: house price,GBP
2018-05-01,2018-05,2018,5,516.0,169.18032786885246,0.025844930417495027,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-05-01,2018-05,2018,5,0.04,68.96551724137932,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-06-01,2018-06,2018,6,209745.0,269.0763309813983,0.028999999999999998,2000-01-01,1,UK average house price,Index: house price,GBP
2018-06-01,2018-06,2018,6,519.0,170.1639344262295,0.021653543307086576,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-06-01,2018-06,2018,6,0.04,68.96551724137932,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-07-01,2018-07,2018,7,209808.0,269.157152020526,0.028999999999999998,2000-01-01,1,UK average house price,Index: house price,GBP
2018-07-01,2018-07,2018,7,521.0,170.81967213114754,0.03373015873015883,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-07-01,2018-07,2018,7,0.04,68.96551724137932,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-08-01,2018-08,2018,8,209662.0,268.96985246953176,0.027000000000000003,2000-01-01,1,UK average house price,Index: house price,GBP
2018-08-01,2018-08,2018,8,523.0,171.47540983606558,0.03155818540433919,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-08-01,2018-08,2018,8,0.040999999999999995,70.6896551724138,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-09-01,2018-09,2018,9,209889.0,269.26106478511866,0.028999999999999998,2000-01-01,1,UK average house price,Index: house price,GBP
2018-09-01,2018-09,2018,9,523.0,171.47540983606558,0.027504911591355707,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-09-01,2018-09,2018,9,0.040999999999999995,70.6896551724138,-0.0010000000000000078,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-10-01,2018-10,2018,10,210484.0,270.024374599102,0.027000000000000003,2000-01-01,1,UK average house price,Index: house price,GBP
2018-10-01,2018-10,2018,10,530.0,173.77049180327867,0.04125736738703334,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-10-01,2018-10,2018,10,0.04,68.96551724137932,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-11-01,2018-11,2018,11,210181.0,269.6356638871071,0.026000000000000002,2000-01-01,1,UK average house price,Index: house price,GBP
2018-11-01,2018-11,2018,11,526.0,172.45901639344262,0.031372549019607954,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-11-01,2018-11,2018,11,0.04,68.96551724137932,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2018-12-01,2018-12,2018,12,210264.0,269.74214239897367,0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2018-12-01,2018-12,2018,12,528.0,173.11475409836066,0.03125,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2018-12-01,2018-12,2018,12,0.039,67.24137931034483,-0.003999999999999997,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-01-01,2019-01,2019,1,210219.0,269.6844130853111,0.017,2000-01-01,1,UK average house price,Index: house price,GBP
2019-01-01,2019-01,2019,1,530.0,173.77049180327867,0.03921568627450989,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-01-01,2019-01,2019,1,0.04,68.96551724137932,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-02-01,2019-02,2019,2,210328.0,269.8242463117383,0.012,2000-01-01,1,UK average house price,Index: house price,GBP
2019-02-01,2019-02,2019,2,532.0,174.42622950819674,0.03703703703703698,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-02-01,2019-02,2019,2,0.038,65.51724137931035,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-03-01,2019-03,2019,3,211782.0,271.6895445798589,0.015,2000-01-01,1,UK average house price,Index: house price,GBP
2019-03-01,2019-03,2019,3,525.0,172.1311475409836,0.023391812865497075,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-03-01,2019-03,2019,3,0.038,65.51724137931035,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-04-01,2019-04,2019,4,211651.0,271.52148813341887,0.013000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2019-04-01,2019-04,2019,4,534.0,175.08196721311475,0.03689320388349504,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-04-01,2019-04,2019,4,0.038,65.51724137931035,-0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-05-01,2019-05,2019,5,211633.0,271.4983964079538,0.01,2000-01-01,1,UK average house price,Index: house price,GBP
2019-05-01,2019-05,2019,5,537.0,176.06557377049182,0.04069767441860472,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-05-01,2019-05,2019,5,0.039,67.24137931034483,-0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-06-01,2019-06,2019,6,211314.0,271.0891597177678,0.006999999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2019-06-01,2019-06,2019,6,540.0,177.04918032786884,0.040462427745664664,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-06-01,2019-06,2019,6,0.039,67.24137931034483,-0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-07-01,2019-07,2019,7,211147.0,270.8749198203977,0.006,2000-01-01,1,UK average house price,Index: house price,GBP
2019-07-01,2019-07,2019,7,542.0,177.7049180327869,0.040307101727447225,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-07-01,2019-07,2019,7,0.039,67.24137931034483,-0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-08-01,2019-08,2019,8,211032.0,270.7273893521488,0.006,2000-01-01,1,UK average house price,Index: house price,GBP
2019-08-01,2019-08,2019,8,541.0,177.37704918032787,0.03441682600382401,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-08-01,2019-08,2019,8,0.039,67.24137931034483,-0.001999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-09-01,2019-09,2019,9,211757.0,271.6574727389352,0.009000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2019-09-01,2019-09,2019,9,544.0,178.36065573770492,0.040152963671128195,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-09-01,2019-09,2019,9,0.038,65.51724137931035,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-10-01,2019-10,2019,10,211946.0,271.89993585631817,0.006999999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2019-10-01,2019-10,2019,10,543.0,178.0327868852459,0.02452830188679256,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-10-01,2019-10,2019,10,0.038,65.51724137931035,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-11-01,2019-11,2019,11,211842.0,271.7665169980757,0.008,2000-01-01,1,UK average house price,Index: house price,GBP
2019-11-01,2019-11,2019,11,543.0,178.0327868852459,0.0323193916349811,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-11-01,2019-11,2019,11,0.037000000000000005,63.79310344827588,-0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2019-12-01,2019-12,2019,12,212062.0,272.048749198204,0.009000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2019-12-01,2019-12,2019,12,542.0,177.7049180327869,0.026515151515151603,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2019-12-01,2019-12,2019,12,0.039,67.24137931034483,0.0,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-01-01,2020-01,2020,1,213582.0,273.99871712636303,0.016,2000-01-01,1,UK average house price,Index: house price,GBP
2020-01-01,2020-01,2020,1,546.0,179.01639344262296,0.030188679245283012,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-01-01,2020-01,2020,1,0.039,67.24137931034483,-0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-02-01,2020-02,2020,2,213073.0,273.3457344451572,0.013000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2020-02-01,2020-02,2020,2,547.0,179.34426229508196,0.02819548872180455,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-02-01,2020-02,2020,2,0.040999999999999995,70.6896551724138,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-03-01,2020-03,2020,3,216806.0,278.13470173187943,0.025,2000-01-01,1,UK average house price,Index: house price,GBP
2020-03-01,2020-03,2020,3,529.0,173.44262295081967,0.007619047619047636,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-03-01,2020-03,2020,3,0.040999999999999995,70.6896551724138,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-04-01,2020-04,2020,4,213394.0,273.75753688261705,0.006999999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2020-04-01,2020-04,2020,4,529.0,173.44262295081967,-0.009363295880149836,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-04-01,2020-04,2020,4,0.040999999999999995,70.6896551724138,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-05-01,2020-05,2020,5,213894.0,274.3989737010904,0.011000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2020-05-01,2020-05,2020,5,532.0,174.42622950819674,-0.009310986964618295,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-05-01,2020-05,2020,5,0.040999999999999995,70.6896551724138,0.001999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-06-01,2020-06,2020,6,215620.0,276.61321359846056,0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2020-06-01,2020-06,2020,6,532.0,174.42622950819674,-0.014814814814814836,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-06-01,2020-06,2020,6,0.044000000000000004,75.86206896551725,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-07-01,2020-07,2020,7,214852.0,275.6279666452854,0.017,2000-01-01,1,UK average house price,Index: house price,GBP
2020-07-01,2020-07,2020,7,541.0,177.37704918032787,-0.0018450184501844769,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-07-01,2020-07,2020,7,0.046,79.3103448275862,0.006999999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-08-01,2020-08,2020,8,216079.0,277.2020525978191,0.024,2000-01-01,1,UK average house price,Index: house price,GBP
2020-08-01,2020-08,2020,8,552.0,180.98360655737704,0.020332717190388205,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-08-01,2020-08,2020,8,0.05,86.20689655172414,0.011000000000000003,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-09-01,2020-09,2020,9,218951.0,280.8864656831302,0.034,2000-01-01,1,UK average house price,Index: house price,GBP
2020-09-01,2020-09,2020,9,558.0,182.95081967213113,0.025735294117646967,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-09-01,2020-09,2020,9,0.052000000000000005,89.65517241379311,0.014000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-10-01,2020-10,2020,10,221557.0,284.22963438101345,0.046,2000-01-01,1,UK average house price,Index: house price,GBP
2020-10-01,2020-10,2020,10,563.0,184.59016393442622,0.036832412523020164,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-10-01,2020-10,2020,10,0.052000000000000005,89.65517241379311,0.014000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-11-01,2020-11,2020,11,224590.0,288.12059012187297,0.06,2000-01-01,1,UK average house price,Index: house price,GBP
2020-11-01,2020-11,2020,11,568.0,186.2295081967213,0.046040515653775316,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-11-01,2020-11,2020,11,0.053,91.37931034482759,0.015999999999999993,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2020-12-01,2020-12,2020,12,226907.0,291.09300833867866,0.07,2000-01-01,1,UK average house price,Index: house price,GBP
2020-12-01,2020-12,2020,12,570.0,186.88524590163937,0.05166051660516602,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2020-12-01,2020-12,2020,12,0.052000000000000005,89.65517241379311,0.013000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-01-01,2021-01,2021,1,228327.0,292.91468890314303,0.069,2000-01-01,1,UK average house price,Index: house price,GBP
2021-01-01,2021-01,2021,1,570.0,186.88524590163937,0.04395604395604402,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-01-01,2021-01,2021,1,0.05,86.20689655172414,0.011000000000000003,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-02-01,2021-02,2021,2,229868.0,294.89159717767797,0.078,2000-01-01,1,UK average house price,Index: house price,GBP
2021-02-01,2021-02,2021,2,569.0,186.55737704918033,0.040219378427788,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-02-01,2021-02,2021,2,0.049,84.48275862068967,0.008000000000000007,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-03-01,2021-03,2021,3,234694.0,301.08274534958304,0.085,2000-01-01,1,UK average house price,Index: house price,GBP
2021-03-01,2021-03,2021,3,551.0,180.65573770491804,0.041587901701323204,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-03-01,2021-03,2021,3,0.048,82.75862068965519,0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-04-01,2021-04,2021,4,230582.0,295.80756895445796,0.079,2000-01-01,1,UK average house price,Index: house price,GBP
2021-04-01,2021-04,2021,4,576.0,188.85245901639345,0.08884688090737236,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-04-01,2021-04,2021,4,0.048,82.75862068965519,0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-05-01,2021-05,2021,5,231149.0,296.5349583066068,0.081,2000-01-01,1,UK average house price,Index: house price,GBP
2021-05-01,2021-05,2021,5,582.0,190.81967213114754,0.09398496240601495,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-05-01,2021-05,2021,5,0.047,81.0344827586207,0.006000000000000005,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-06-01,2021-06,2021,6,242087.0,310.5670301475305,0.12300000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2021-06-01,2021-06,2021,6,577.0,189.18032786885246,0.08458646616541343,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-06-01,2021-06,2021,6,0.046,79.3103448275862,0.001999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-07-01,2021-07,2021,7,228023.0,292.5246953175112,0.061,2000-01-01,1,UK average house price,Index: house price,GBP
2021-07-01,2021-07,2021,7,580.0,190.1639344262295,0.07208872458410354,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-07-01,2021-07,2021,7,0.045,77.58620689655173,-0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-08-01,2021-08,2021,8,234015.0,300.2116741500962,0.083,2000-01-01,1,UK average house price,Index: house price,GBP
2021-08-01,2021-08,2021,8,584.0,191.47540983606558,0.05797101449275366,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-08-01,2021-08,2021,8,0.044000000000000004,75.86206896551725,-0.005999999999999998,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-09-01,2021-09,2021,9,241481.0,309.7896087235407,0.10300000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2021-09-01,2021-09,2021,9,585.0,191.80327868852459,0.048387096774193505,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-09-01,2021-09,2021,9,0.043,74.13793103448276,-0.009000000000000008,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-10-01,2021-10,2021,10,236132.0,302.9275176395125,0.066,2000-01-01,1,UK average house price,Index: house price,GBP
2021-10-01,2021-10,2021,10,589.0,193.11475409836066,0.04618117229129659,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-10-01,2021-10,2021,10,0.042,72.41379310344828,-0.010000000000000002,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-11-01,2021-11,2021,11,241666.0,310.02694034637585,0.076,2000-01-01,1,UK average house price,Index: house price,GBP
2021-11-01,2021-11,2021,11,590.0,193.44262295081967,0.03873239436619724,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-11-01,2021-11,2021,11,0.042,72.41379310344828,-0.010999999999999996,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2021-12-01,2021-12,2021,12,243659.0,312.5837075048108,0.073,2000-01-01,1,UK average house price,Index: house price,GBP
2021-12-01,2021-12,2021,12,606.0,198.68852459016392,0.06315789473684208,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2021-12-01,2021-12,2021,12,0.040999999999999995,70.6896551724138,-0.01100000000000001,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-01-01,2022-01,2022,1,247963.0,318.10519563822965,0.086,2000-01-01,1,UK average house price,Index: house price,GBP
2022-01-01,2022-01,2022,1,602.0,197.37704918032787,0.056140350877192935,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-01-01,2022-01,2022,1,0.039,67.24137931034483,-0.011000000000000003,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-02-01,2022-02,2022,2,249286.0,319.8024374599102,0.084,2000-01-01,1,UK average house price,Index: house price,GBP
2022-02-01,2022-02,2022,2,603.0,197.70491803278688,0.05975395430579966,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-02-01,2022-02,2022,2,0.038,65.51724137931035,-0.011000000000000003,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-03-01,2022-03,2022,3,251953.0,323.2238614496472,0.07200000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2022-03-01,2022-03,2022,3,608.0,199.344262295082,0.10344827586206895,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-03-01,2022-03,2022,3,0.038,65.51724137931035,-0.010000000000000002,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-04-01,2022-04,2022,4,253486.0,325.1905067350866,0.10099999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2022-04-01,2022-04,2022,4,606.0,198.68852459016392,0.05208333333333326,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-04-01,2022-04,2022,4,0.037000000000000005,63.79310344827588,-0.010999999999999996,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-05-01,2022-05,2022,5,255614.0,327.9204618345093,0.106,2000-01-01,1,UK average house price,Index: house price,GBP
2022-05-01,2022-05,2022,5,607.0,199.01639344262293,0.04295532646048117,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-05-01,2022-05,2022,5,0.038,65.51724137931035,-0.009000000000000001,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-06-01,2022-06,2022,6,257341.0,330.13598460551634,0.063,2000-01-01,1,UK average house price,Index: house price,GBP
2022-06-01,2022-06,2022,6,614.0,201.31147540983605,0.06412478336221827,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-06-01,2022-06,2022,6,0.036000000000000004,62.068965517241395,-0.009999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-07-01,2022-07,2022,7,259241.0,332.5734445157152,0.136,2000-01-01,1,UK average house price,Index: house price,GBP
2022-07-01,2022-07,2022,7,614.0,201.31147540983605,0.05862068965517242,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-07-01,2022-07,2022,7,0.036000000000000004,62.068965517241395,-0.008999999999999994,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-08-01,2022-08,2022,8,260316.0,333.95253367543296,0.11199999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2022-08-01,2022-08,2022,8,620.0,203.27868852459017,0.06164383561643838,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-08-01,2022-08,2022,8,0.037000000000000005,63.79310344827588,-0.006999999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
